
"Number","Food Category","Max Level","Units","Notes"
"06.4.3","Pre-cooked pastas and noodles and like products","1,200","mg/kg","474  153"
"06.5","Cereal and starch based desserts (e.g. rice pudding, tapioca pudding)","150","mg/kg",""
"06.6","Batters (e.g. for breading or batters for fish or poultry)","500","mg/kg",""
"07.1.2","Crackers, excluding sweet crackers","1,000","mg/kg",""
"07.1.3","Other ordinary bakery products (e.g. bagels, pita, English muffins)","100","mg/kg",""
"07.1.4","Bread-type products, including bread stuffing and bread crumbs","200","mg/kg","116"
"07.1.5","Steamed breads and buns","100","mg/kg","216"
"07.2","Fine bakery wares (sweet, salty, savoury) and mixes","100","mg/kg",""
"08.1.2","Fresh meat, poultry, and game, comminuted","100","mg/kg","4  16"
"08.3.1.1","Cured (including salted) non-heat treated processed comminuted meat, poultry, and game products","100","mg/kg","16"
"08.3.1.2","Cured (including salted) and dried non-heat treated processed comminuted meat, poultry, and game products","20","mg/kg","16"
"08.3.1.3","Fermented non-heat treated processed comminuted meat, poultry, and game products","20","mg/kg","16"
"08.3.2","Heat-treated processed comminuted meat, poultry, and game products","20","mg/kg","XS89  XS98  XS88  16"
"09.1.1","Fresh fish","300","mg/kg","4"
"09.2","Processed fish and fish products, including mollusks, crustaceans, and echinoderms","100","mg/kg","XS236  XS222  XS189  XS315  XS312  XS292  XS165  XS36  XS190  XS95  XS191  XS92  XS244  XS167  XS311  95  304"
"09.3","Semi-preserved fish and fish products, including mollusks, crustaceans, and echinoderms","100","mg/kg","XS291  95"
"09.4","Fully preserved, including canned or fermented fish and fish products, including mollusks, crustaceans, and echinoderms","100","mg/kg","XS90  XS119  XS3  XS94  XS37  XS70  95"
"10.1","Fresh eggs","1,000","mg/kg","4"
"10.4","Egg-based desserts (e.g. custard)","150","mg/kg",""
"12.2.2","Seasonings and condiments","500","mg/kg",""
"12.4","Mustards","300","mg/kg",""
"12.5","Soups and broths","300","mg/kg","341"
"12.6","Sauces and like products","500","mg/kg","XS302"
"12.7","Salads (e.g. macaroni salad, potato salad) and sandwich spreads excluding cocoa- and nut-based spreads of food categories 04.2.2.5 and 05.1.3","50","mg/kg",""
"13.3","Dietetic foods intended for special medical purposes (excluding products of food category 13.1)","50","mg/kg",""
"13.4","Dietetic formulae for slimming purposes and weight reduction","50","mg/kg",""
"13.5","Dietetic foods (e.g. supplementary foods for dietary use) excluding products of food categories 13.1 - 13.4 and 13.6","300","mg/kg",""
"13.6","Food supplements","300","mg/kg",""
"14.1.4","Water-based flavoured drinks, including ""sport,"" ""energy,"" or ""electrolyte"" drinks and particulated drinks","100","mg/kg",""
"14.2.2","Cider and perry","200","mg/kg",""
"14.2.4","Wines (other than grape)","200","mg/kg",""
"14.2.6","Distilled spirituous beverages containing more than 15% alcohol","200","mg/kg",""
"14.2.7","Aromatized alcoholic beverages (e.g. beer, wine and spirituous cooler-type beverages, low alcoholic refreshers)","200","mg/kg",""
"15.1","Snacks - potato, cereal, flour or starch based (from roots and tubers, pulses and legumes)","100","mg/kg",""
"15.2","Processed nuts, including coated nuts and nut mixtures (with e.g. dried fruit)","100","mg/kg",""
"08.4","Edible casings (e.g. sausage casings)","100","mg/kg",""
"09.1.2","Fresh mollusks, crustaceans, and echinoderms","100","mg/kg","XS315  XS312  XS292  4  16"
"11.4","Other sugars and syrups (e.g. xylose, maple syrup, sugar toppings)","50","mg/kg","217"
"02.1.2","Vegetable oils and fats","25","mg/kg","XS210  XS33  509  508"


(c) FAO and WHO 2009

