
"Number","Food Category","Max Level","Units","Notes"
"04.2.2.6","Vegetable (including mushrooms and fungi, roots and tubers, pulses and legumes, and aloe vera), seaweed, and nut and seed pulps and preparations (e.g. vegetable desserts and sauces, candied vegetables) other than food category 04.2.2.5","165","mg/kg","26"
"04.2.2.7","Fermented vegetable (including mushrooms and fungi, roots and tubers, pulses and legumes, and aloe vera) and seaweed products, excluding fermented soybean products of food categories 06.8.6, 06.8.7, 12.9.1, 12.9.2.1 and 12.9.2.3","200","mg/kg","26"
"04.2.2.8","Cooked or fried vegetables (including mushrooms and fungi, roots and tubers, pulses and legumes, and aloe vera), and seaweeds","40","mg/kg","26"
"05.1.3","Cocoa-based spreads, including fillings","350","mg/kg","26  XS86  477"
"05.1.4","Cocoa and chocolate products","350","mg/kg","26  477"
"05.3","Chewing gum","3,500","mg/kg","26"
"05.4","Decorations (e.g. for fine bakery wares), toppings (non-fruit) and sweet sauces","330","mg/kg","26  477"
"06.3","Breakfast cereals, including rolled oats","350","mg/kg","26"
"06.5","Cereal and starch based desserts (e.g. rice pudding, tapioca pudding)","165","mg/kg","26"
"06.8.1","Soybean-based beverages","200","mg/kg","26"
"08.3.2","Heat-treated processed comminuted meat, poultry, and game products","100","mg/kg","26  XS89  XS98  XS88  202"
"09.3.1","Fish and fish products, including mollusks, crustaceans, and echinoderms, marinated and/or in jelly","100","mg/kg","26  144"
"09.3.2","Fish and fish products, including mollusks, crustaceans, and echinoderms, pickled and/or in brine","165","mg/kg","26"
"09.3.3","Salmon substitutes, caviar, and other fish roe products","100","mg/kg","26  XS291"
"09.4","Fully preserved, including canned or fermented fish and fish products, including mollusks, crustaceans, and echinoderms","100","mg/kg","26  XS90  XS119  XS3  XS94  XS37  XS70"
"10.4","Egg-based desserts (e.g. custard)","330","mg/kg","26"
"11.6","Table-top sweeteners, including those containing high-intensity sweeteners","","GMP","26"
"12.2.2","Seasonings and condiments","30","mg/kg","26"
"12.4","Mustards","130","mg/kg","26"
"12.5","Soups and broths","50","mg/kg","26  XS117"
"12.6.1","Emulsified sauces and dips (e.g. mayonnaise, salad dressing, onion dip)","350","mg/kg","26"
"12.6.2","Non-emulsified sauces (e.g. ketchup, cheese sauce, cream sauce, brown gravy)","350","mg/kg","26"
"12.6.3","Mixes for sauces and gravies","350","mg/kg","26  127"
"12.6.4","Clear sauces (e.g. fish sauce)","350","mg/kg","26  XS302"
"12.7","Salads (e.g. macaroni salad, potato salad) and sandwich spreads excluding cocoa- and nut-based spreads of food categories 04.2.2.5 and 05.1.3","115","mg/kg","26"
"12.9.2.1","Fermented soybean sauce","30","mg/kg","26"
"12.9.2.2","Non-fermented soybean sauce","165","mg/kg","26"
"12.9.2.3","Other soybean sauces","165","mg/kg","26"
"13.3","Dietetic foods intended for special medical purposes (excluding products of food category 13.1)","350","mg/kg","26"
"13.4","Dietetic formulae for slimming purposes and weight reduction","270","mg/kg","26"
"13.5","Dietetic foods (e.g. supplementary foods for dietary use) excluding products of food categories 13.1 - 13.4 and 13.6","660","mg/kg","26  294  198"
"13.6","Food supplements","2,500","mg/kg","26  203"
"14.1.3","Fruit and vegetable nectars","200","mg/kg","26"
"14.1.4","Water-based flavoured drinks, including ""sport,"" ""energy,"" or ""electrolyte"" drinks and particulated drinks","200","mg/kg","26"
"14.1.5","Coffee, coffee substitutes, tea, herbal infusions, and other hot cereal and grain beverages, excluding cocoa","200","mg/kg","26  160"
"14.2.7","Aromatized alcoholic beverages (e.g. beer, wine and spirituous cooler-type beverages, low alcoholic refreshers)","200","mg/kg","26"
"15.0","Ready-to-eat savouries","170","mg/kg","26"
"05.2","Confectionery including hard and soft candy, nougats, etc. other than food categories 05.1, 05.3 and 05.4","700","mg/kg","26  199  XS309R"


(c) FAO and WHO 2009

