
"Number","Food Category","Max Level","Units","Notes"
"04.2.2.7","Fermented vegetable (including mushrooms and fungi, roots and tubers, pulses and legumes, and aloe vera) and seaweed products, excluding fermented soybean products of food categories 06.8.6, 06.8.7, 12.9.1, 12.9.2.1 and 12.9.2.3","500","mg/kg",""
"05.1.5","Imitation chocolate, chocolate substitute products","1,000","mg/kg",""
"05.2","Confectionery including hard and soft candy, nougats, etc. other than food categories 05.1, 05.3 and 05.4","1,000","mg/kg","XS309R"
"05.3","Chewing gum","1,000","mg/kg",""
"05.4","Decorations (e.g. for fine bakery wares), toppings (non-fruit) and sweet sauces","1,000","mg/kg",""
"06.3","Breakfast cereals, including rolled oats","300","mg/kg",""
"06.4.3","Pre-cooked pastas and noodles and like products","300","mg/kg","473  153"
"06.5","Cereal and starch based desserts (e.g. rice pudding, tapioca pudding)","300","mg/kg",""
"06.6","Batters (e.g. for breading or batters for fish or poultry)","300","mg/kg",""
"07.2","Fine bakery wares (sweet, salty, savoury) and mixes","300","mg/kg",""
"09.2.1","Frozen fish, fish fillets, and fish products, including mollusks, crustaceans, and echinoderms","1,000","mg/kg","XS315  XS312  XS292  XS165  XS36  XS190  XS95  XS191  XS92  95"
"09.2.2","Frozen battered fish, fish fillets, and fish products, including mollusks, crustaceans, and echinoderms","300","mg/kg","XS166  16"
"09.2.3","Frozen minced and creamed fish products, including mollusks, crustaceans, and echinoderms","300","mg/kg","16"
"09.2.4.1","Cooked fish and fish products","300","mg/kg","95"
"09.2.4.2","Cooked mollusks, crustaceans, and echinoderms","300","mg/kg",""
"09.2.4.3","Fried fish and fish products, including mollusks, crustaceans, and echinoderms","300","mg/kg","16"
"09.2.5","Smoked, dried, fermented, and/or salted fish and fish products, including mollusks, crustaceans, and echinoderms","300","mg/kg","XS236  XS222  XS189  XS244  XS167  XS311  22"
"09.3.1","Fish and fish products, including mollusks, crustaceans, and echinoderms, marinated and/or in jelly","300","mg/kg","16"
"09.3.2","Fish and fish products, including mollusks, crustaceans, and echinoderms, pickled and/or in brine","300","mg/kg","16"
"09.3.3","Salmon substitutes, caviar, and other fish roe products","300","mg/kg","XS291"
"09.3.4","Semi-preserved fish and fish products, including mollusks, crustaceans, and echinoderms (e.g. fish paste), excluding products of food categories 09.3.1 - 09.3.3","300","mg/kg",""
"09.4","Fully preserved, including canned or fermented fish and fish products, including mollusks, crustaceans, and echinoderms","500","mg/kg","XS90  XS119  XS3  XS94  XS37  XS70  95"
"10.1","Fresh eggs","300","mg/kg","4"
"10.4","Egg-based desserts (e.g. custard)","300","mg/kg",""
"11.3","Sugar solutions and syrups, also (partially) inverted, including treacle and molasses, excluding products of food category 11.1.3","300","mg/kg",""
"11.4","Other sugars and syrups (e.g. xylose, maple syrup, sugar toppings)","300","mg/kg",""
"12.2.2","Seasonings and condiments","350","mg/kg",""
"12.4","Mustards","300","mg/kg",""
"12.5","Soups and broths","200","mg/kg","344"
"12.6","Sauces and like products","350","mg/kg","XS302"
"12.7","Salads (e.g. macaroni salad, potato salad) and sandwich spreads excluding cocoa- and nut-based spreads of food categories 04.2.2.5 and 05.1.3","300","mg/kg",""
"13.3","Dietetic foods intended for special medical purposes (excluding products of food category 13.1)","300","mg/kg",""
"13.4","Dietetic formulae for slimming purposes and weight reduction","300","mg/kg",""
"13.5","Dietetic foods (e.g. supplementary foods for dietary use) excluding products of food categories 13.1 - 13.4 and 13.6","300","mg/kg",""
"13.6","Food supplements","300","mg/kg",""
"14.1.4","Water-based flavoured drinks, including ""sport,"" ""energy,"" or ""electrolyte"" drinks and particulated drinks","50","mg/kg",""
"14.2.2","Cider and perry","300","mg/kg",""
"14.2.4","Wines (other than grape)","300","mg/kg",""
"14.2.7","Aromatized alcoholic beverages (e.g. beer, wine and spirituous cooler-type beverages, low alcoholic refreshers)","100","mg/kg",""
"15.1","Snacks - potato, cereal, flour or starch based (from roots and tubers, pulses and legumes)","1,000","mg/kg",""
"15.2","Processed nuts, including coated nuts and nut mixtures (with e.g. dried fruit)","1,000","mg/kg",""
"08.2","Processed meat, poultry, and game products in whole pieces or cuts","1,000","mg/kg","XS96  XS97  16"
"08.3","Processed comminuted meat, poultry, and game products","1,000","mg/kg","XS89  XS98  XS88  16"
"08.4","Edible casings (e.g. sausage casings)","1,000","mg/kg","16"
"06.8.1","Soybean-based beverages","50","mg/kg",""
"12.9.1","Fermented soybean paste (e.g., miso)","30","mg/kg",""


(c) FAO and WHO 2009

