
"Number","Food Category","Max Level","Units","Notes"
"04.2.2.4","Canned or bottled (pasteurized) or retort pouch vegetables (including mushrooms and fungi, roots and tubers, pulses and legumes, and aloe vera), and seaweeds","2,200","mg/kg","33"
"04.2.2.5","Vegetable (including mushrooms and fungi, roots and tubers, pulses and legumes, and aloe vera), seaweed, and nut and seed purees and spreads (e.g., peanut butter)","2,200","mg/kg","33  76"
"04.2.2.6","Vegetable (including mushrooms and fungi, roots and tubers, pulses and legumes, and aloe vera), seaweed, and nut and seed pulps and preparations (e.g. vegetable desserts and sauces, candied vegetables) other than food category 04.2.2.5","2,200","mg/kg","33"
"04.2.2.7","Fermented vegetable (including mushrooms and fungi, roots and tubers, pulses and legumes, and aloe vera) and seaweed products, excluding fermented soybean products of food categories 06.8.6, 06.8.7, 12.9.1, 12.9.2.1 and 12.9.2.3","2,200","mg/kg","33"
"04.2.2.8","Cooked or fried vegetables (including mushrooms and fungi, roots and tubers, pulses and legumes, and aloe vera), and seaweeds","2,200","mg/kg","33  76"
"05.1.1","Cocoa mixes (powders) and cocoa mass/cake","1,100","mg/kg","33  97"
"05.1.3","Cocoa-based spreads, including fillings","880","mg/kg","33  XS86"
"05.1.4","Cocoa and chocolate products","1,100","mg/kg","33"
"05.1.5","Imitation chocolate, chocolate substitute products","2,200","mg/kg","33"
"05.2","Confectionery including hard and soft candy, nougats, etc. other than food categories 05.1, 05.3 and 05.4","2,200","mg/kg","33  XS309R"
"05.3","Chewing gum","44,000","mg/kg","33"
"05.4","Decorations (e.g. for fine bakery wares), toppings (non-fruit) and sweet sauces","1,500","mg/kg","33"
"06.2.1","Flours","2,500","mg/kg","33  225  469"
"06.3","Breakfast cereals, including rolled oats","2,200","mg/kg","33"
"06.4.1","Fresh pastas and noodles and like products","2,500","mg/kg","33  211"
"06.4.2","Dried pastas and noodles and like products","900","mg/kg","33  211"
"06.4.3","Pre-cooked pastas and noodles and like products","2,500","mg/kg","33  475  211"
"06.5","Cereal and starch based desserts (e.g. rice pudding, tapioca pudding)","7,000","mg/kg","33"
"06.6","Batters (e.g. for breading or batters for fish or poultry)","5,600","mg/kg","33"
"08.2.1","Non-heat treated processed meat, poultry, and game products in whole pieces or cuts","2,200","mg/kg","33"
"08.2.2","Heat-treated processed meat, poultry, and game products in whole pieces or cuts","1,320","mg/kg","33  289"
"08.2.3","Frozen processed meat, poultry, and game products in whole pieces or cuts","2,200","mg/kg","33"
"08.3","Processed comminuted meat, poultry, and game products","2,200","mg/kg","33  XS88  302"
"08.4","Edible casings (e.g. sausage casings)","1,100","mg/kg","33"
"09.2.1","Frozen fish, fish fillets, and fish products, including mollusks, crustaceans, and echinoderms","2,200","mg/kg","33  XS312  XS292  XS36  XS191  394  393"
"09.2.2","Frozen battered fish, fish fillets, and fish products, including mollusks, crustaceans, and echinoderms","2,200","mg/kg","33  299"
"09.2.3","Frozen minced and creamed fish products, including mollusks, crustaceans, and echinoderms","2,200","mg/kg","33"
"09.2.4.1","Cooked fish and fish products","2,200","mg/kg","33"
"09.2.4.2","Cooked mollusks, crustaceans, and echinoderms","2,200","mg/kg","33"
"09.3.1","Fish and fish products, including mollusks, crustaceans, and echinoderms, marinated and/or in jelly","2,200","mg/kg","33"
"09.3.2","Fish and fish products, including mollusks, crustaceans, and echinoderms, pickled and/or in brine","2,200","mg/kg","33"
"09.3.3","Salmon substitutes, caviar, and other fish roe products","2,200","mg/kg","33  XS291"
"09.3.4","Semi-preserved fish and fish products, including mollusks, crustaceans, and echinoderms (e.g. fish paste), excluding products of food categories 09.3.1 - 09.3.3","2,200","mg/kg","33  193"
"09.4","Fully preserved, including canned or fermented fish and fish products, including mollusks, crustaceans, and echinoderms","2,200","mg/kg","33  XS119  XS3  XS94  436"
"10.2.1","Liquid egg products","4,400","mg/kg","33  67"
"10.2.2","Frozen egg products","1,290","mg/kg","33"
"10.3","Preserved eggs, including alkaline, salted, and canned eggs","1,000","mg/kg","33"
"10.4","Egg-based desserts (e.g. custard)","1,400","mg/kg","33"
"11.1.2","Powdered sugar, powdered dextrose","6,600","mg/kg","33  56  465"
"11.4","Other sugars and syrups (e.g. xylose, maple syrup, sugar toppings)","1,320","mg/kg","33"
"11.6","Table-top sweeteners, including those containing high-intensity sweeteners","1,000","mg/kg","33"
"12.1.1","Salt","8,800","mg/kg","33"
"12.1.2","Salt Substitutes","4,400","mg/kg","33"
"12.2.2","Seasonings and condiments","2,200","mg/kg","33  226"
"12.6","Sauces and like products","2,200","mg/kg","33  XS302"
"13.2","Complementary foods for infants and young children","4,400","mg/kg","33  230"
"13.3","Dietetic foods intended for special medical purposes (excluding products of food category 13.1)","2,200","mg/kg","33"
"13.4","Dietetic formulae for slimming purposes and weight reduction","2,200","mg/kg","33"
"13.5","Dietetic foods (e.g. supplementary foods for dietary use) excluding products of food categories 13.1 - 13.4 and 13.6","2,200","mg/kg","33"
"13.6","Food supplements","2,200","mg/kg","33"
"14.1.2.1","Fruit juice","1,000","mg/kg","33  40  122"
"14.1.2.3","Concentrates for fruit juice","1,000","mg/kg","33  127  40  122"
"14.1.3.1","Fruit nectar","1,000","mg/kg","33  40  122"
"14.1.3.3","Concentrates for fruit nectar","1,000","mg/kg","33  127  40  122"
"14.1.4","Water-based flavoured drinks, including ""sport,"" ""energy,"" or ""electrolyte"" drinks and particulated drinks","1,000","mg/kg","33"
"14.1.5","Coffee, coffee substitutes, tea, herbal infusions, and other hot cereal and grain beverages, excluding cocoa","300","mg/kg","33  160"
"14.2.2","Cider and perry","880","mg/kg","33"
"14.2.5","Mead","440","mg/kg","88  33"
"14.2.6","Distilled spirituous beverages containing more than 15% alcohol","440","mg/kg","88  33"
"15.0","Ready-to-eat savouries","2,200","mg/kg","33"
"06.8.1","Soybean-based beverages","1,300","mg/kg","33"
"06.8.3","Soybean curd (tofu)","100","mg/kg","33"
"12.9","Soybean-based seasonings and condiments","1,200","mg/kg","33"
"12.5","Soups and broths","1,500","mg/kg","33  343"
"07.1.1.2","Soda breads","9,300","mg/kg","33  229"
"07.1.2","Crackers, excluding sweet crackers","9,300","mg/kg","33  229"
"07.1.3","Other ordinary bakery products (e.g. bagels, pita, English muffins)","9,300","mg/kg","33  229"
"07.1.4","Bread-type products, including bread stuffing and bread crumbs","9,300","mg/kg","33  229"
"07.1.5","Steamed breads and buns","9,300","mg/kg","33  229"
"07.1.6","Mixes for bread and ordinary bakery wares","9,300","mg/kg","33  229"
"07.2","Fine bakery wares (sweet, salty, savoury) and mixes","9,300","mg/kg","33  229"
"09.2.5","Smoked, dried, fermented, and/or salted fish and fish products, including mollusks, crustaceans, and echinoderms","2,200","mg/kg","33  420  XS236  XS189  XS244  XS167  XS311  334  413"
"01.1.3.2","Fluid buttermilk (plain)","1,500","mg/kg","33  397  227"
"01.1.2","Other fluid milk (plain)","2,200","mg/kg","33  411  364"


(c) FAO and WHO 2009

