
"Number","Food Category","Max Level","Units","Notes"
"04.2.2.7","Fermented vegetable (including mushrooms and fungi, roots and tubers, pulses and legumes, and aloe vera) and seaweed products, excluding fermented soybean products of food categories 06.8.6, 06.8.7, 12.9.1, 12.9.2.1 and 12.9.2.3","2,500","mg/kg",""
"04.2.2.8","Cooked or fried vegetables (including mushrooms and fungi, roots and tubers, pulses and legumes, and aloe vera), and seaweeds","2,500","mg/kg",""
"05.2","Confectionery including hard and soft candy, nougats, etc. other than food categories 05.1, 05.3 and 05.4","10,000","mg/kg","XS309R"
"05.3","Chewing gum","50,000","mg/kg",""
"05.4","Decorations (e.g. for fine bakery wares), toppings (non-fruit) and sweet sauces","10,000","mg/kg",""
"06.2","Flours and starches (including soybean powder)","3,000","mg/kg","XS152  186"
"06.4.2","Dried pastas and noodles and like products","5,000","mg/kg",""
"06.4.3","Pre-cooked pastas and noodles and like products","10,000","mg/kg",""
"06.5","Cereal and starch based desserts (e.g. rice pudding, tapioca pudding)","5,000","mg/kg",""
"06.6","Batters (e.g. for breading or batters for fish or poultry)","5,000","mg/kg",""
"07.1","Bread and ordinary bakery wares","6,000","mg/kg",""
"07.2","Fine bakery wares (sweet, salty, savoury) and mixes","20,000","mg/kg",""
"10.2.3","Dried and/or heat coagulated egg products","5,000","mg/kg",""
"10.4","Egg-based desserts (e.g. custard)","5,000","mg/kg",""
"12.1.2","Salt Substitutes","16,000","mg/kg",""
"12.4","Mustards","10,000","mg/kg",""
"12.5","Soups and broths","5,000","mg/kg","XS117"
"12.6","Sauces and like products","10,000","mg/kg","XS302"
"12.7","Salads (e.g. macaroni salad, potato salad) and sandwich spreads excluding cocoa- and nut-based spreads of food categories 04.2.2.5 and 05.1.3","5,000","mg/kg",""
"13.3","Dietetic foods intended for special medical purposes (excluding products of food category 13.1)","5,000","mg/kg",""
"13.4","Dietetic formulae for slimming purposes and weight reduction","5,000","mg/kg",""
"13.5","Dietetic foods (e.g. supplementary foods for dietary use) excluding products of food categories 13.1 - 13.4 and 13.6","5,000","mg/kg",""
"13.6","Food supplements","5,000","mg/kg",""
"14.1.4","Water-based flavoured drinks, including ""sport,"" ""energy,"" or ""electrolyte"" drinks and particulated drinks","5,000","mg/kg",""
"14.1.5","Coffee, coffee substitutes, tea, herbal infusions, and other hot cereal and grain beverages, excluding cocoa","500","mg/kg","142"
"14.2.2","Cider and perry","5,000","mg/kg",""
"14.2.4","Wines (other than grape)","5,000","mg/kg",""
"14.2.6","Distilled spirituous beverages containing more than 15% alcohol","5,000","mg/kg",""
"14.2.7","Aromatized alcoholic beverages (e.g. beer, wine and spirituous cooler-type beverages, low alcoholic refreshers)","10,000","mg/kg",""
"15.1","Snacks - potato, cereal, flour or starch based (from roots and tubers, pulses and legumes)","20,000","mg/kg",""
"15.2","Processed nuts, including coated nuts and nut mixtures (with e.g. dried fruit)","10,000","mg/kg",""
"06.8.1","Soybean-based beverages","2,000","mg/kg","347"
"01.1.2","Other fluid milk (plain)","120","mg/kg","407"
"01.6.1","Unripened cheese","10,000","mg/kg","497  XS221  XS273"


(c) FAO and WHO 2009

